,Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_emission,binary,origin,comment,[H/H(e)],[H/H(e)]e,[He/H(e)],[He/H(e)]e,[Li/H(e)],[Li/H(e)]e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,[Be/H(e)],[Be/H(e)]e,Acc_rate_Be_steady_state,Sinking_time_Be,[C/H(e)],[C/H(e)]e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,[N/H(e)],[N/H(e)]e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,[O/H(e)],[O/H(e)]e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,[Na/H(e)],[Na/H(e)]e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,[Mg/H(e)],[Mg/H(e)]e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,[Al/H(e)],[Al/H(e)]e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,[Si/H(e)],[Si/H(e)]e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,[P/H(e)],[P/H(e)]e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,[S/H(e)],[S/H(e)]e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,[Cl/H(e)],[Cl/H(e)]e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,[Ar/H(e)],[Ar/H(e)]e,[K/H(e)],[K/H(e)]e,Acc_rate_K_steady_state,Sinking_time_K,[Ca/H(e)],[Ca/H(e)]e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,[Sc/H(e)],[Sc/H(e)]e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,[Ti/H(e)],[Ti/H(e)]e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,[V/H(e)],[V/H(e)]e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,[Cr/H(e)],[Cr/H(e)]e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,[Mn/H(e)],[Mn/H(e)]e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,[Fe/H(e)],[Fe/H(e)]e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,[Co/H(e)],[Co/H(e)]e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,[Ni/H(e)],[Ni/H(e)]e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,[Cu/H(e)],[Cu/H(e)]e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,[Zn/H(e)],[Zn/H(e)]e,Acc_rate_Zn_steady_state,Sinking_time_Zn,[Ga/H(e)],[Ga/H(e)]e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,[Ge/H(e)],[Ge/H(e)]e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,[As/H(e)],[As/H(e)]e,[Se/H(e)],[Se/H(e)]e,[Sr/H(e)],[Sr/H(e)]e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,[Sn/H(e)],[Sn/H(e)]e,[I/H(e)],[I/H(e)]e,[Ba/H(e)],[Ba/H(e)]e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
914,SDSS J074450.24+270132.6,Coutu 2019,SDSS J074450.24+270132.6 Coutu 2019,7735,8.2,0.7,He,Gaia DR3 875121993405936640,116.209323733592,27.0257453332438,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-4.17,-8.3,-1,0.19,189,0.33,0.22,4.0650406504,0.860929341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,SDSS J074450.24+270132.6,Kepler 2015,SDSS J074450.24+270132.6 Kepler 2015,7249,8,,He,Gaia DR3 875121993405936640,116.209323733592,27.0257453332438,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-8.427,,0.071,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,SDSS J074456.21+164041.8,Coutu 2019,SDSS J074456.21+164041.8 Coutu 2019,4943,8.11,0.64,He,Gaia DR3 667952729758500224,116.23422,16.67854,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3,-9.88,-1,0.27,85,0.24,0.16,8.4388185654,1.1963894675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,SDSS J074547.81+391108.9,Kepler 2015,SDSS J074547.81+391108.9 Kepler 2015,7488,8,,He,Gaia DR3 920355072842874496,116.44921,39.185811,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-9.934,,0.069,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,SDSS J074729.50+482539.7,Coutu 2019,SDSS J074729.50+482539.7 Coutu 2019,6647,7.83,0.48,He,Gaia DR3 933721354665822720,116.872912390666,48.427646946331,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.72,-10.45,-1,0.08,185,0.34,0.2,5.047955578,0.9300877264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,SDSS J074729.50+482539.7,Kepler 2015,SDSS J074729.50+482539.7 Kepler 2015,7000,8,,He,Gaia DR3 933721354665822720,116.872912390666,48.427646946331,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-9.811,,0.038,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,WD 0744+401,Coutu 2019,WD 0744+401 Coutu 2019,8688,8.14,0.66,He,Gaia DR3 920780618202557312,116.93149313888,40.0194519853801,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-5.21,-10.82,-1,0.18,268,0.09,0.06,6.6401062417,0.2601369643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,SDSSJ074743.56+400110.1,Dufour 2007,SDSSJ074743.56+400110.1 Dufour 2007,8520,,,He,Gaia DR3 920780618202557312,116.93149313888,40.0194519853801,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,-4,-10.87,-1,0.17,200,,,6.770512092,0.2211679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,WD 0744+376,Coutu 2019,WD 0744+376 Coutu 2019,10165,7.79,0.46,He,Gaia DR3 919872455957849984,116.964128706376,37.5380546731873,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-6,-9.18,-1,0.24,373,0.27,0.15,3.1017369727,0.4550625273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,SDSSJ074751.39+373217.0,Dufour 2007,SDSSJ074751.39+373217.0 Dufour 2007,9600,,,He,Gaia DR3 919872455957849984,116.964128706376,37.5380546731873,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,-5,-10,-1,0.14,390,,,3.321780428,0.323346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,J0748+3506,Caron 2023,J0748+3506 Caron 2023,5411,8.086,0.623,He,Gaia DR3 894591075862208128,117.049623638162,35.1090367070582,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,-5,-11,,,21,0.014,0.012,21.03968195,0.159101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,WD 0745+352,Coutu 2019,WD 0745+352 Coutu 2019,11168,7.27,0.27,He,Gaia DR3 894591148878550144,117.091133222316,35.1135183816394,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-6.21,-9.23,-1,0.4,481,1.26,0.65,1.6647244881,0.9339306684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,SDSSJ074821.86+350648.7,Dufour 2007,SDSSJ074821.86+350648.7 Dufour 2007,10130,,,He,Gaia DR3 894591148878550144,117.091133222316,35.1135183816394,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,-5,-10.43,-1,0.18,430,,,2.611832617,0.507668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,SDSS J074847.45+254431.7,Coutu 2019,SDSS J074847.45+254431.7 Coutu 2019,6497,8,,He,,117.19771,25.74214,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.4,-10.6,-1,0.43,512,,,2.610284521,0.3372724714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,SDSS J074847.45+254431.7,Kepler 2015,SDSS J074847.45+254431.7 Kepler 2015,8121,8,,He,,117.19771,25.74214,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-9.018,,0.252,258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,SDSS J074903.16+273204.20,Genest-Beaulieu 2019,SDSS J074903.16+273204.20 Genest-Beaulieu 2019,17301,9.41,1.328,He,Gaia DR3 875089008057809920,117.263169778465,27.5345047979144,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,-4.193,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,J0749+3124,Caron 2023,J0749+3124 Caron 2023,6774,8.153,0.67,He,Gaia DR3 880840789603989504,117.428648856104,31.4068611074717,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,-2,-9.46,,,52,0.028,0.025,10.99740156,0.1883005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,SDSS J074942.87+312424.6,Coutu 2019,SDSS J074942.87+312424.6 Coutu 2019,6678,8.12,0.65,He,Gaia DR3 880840789603989504,117.428648856104,31.4068611074717,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.47,-9.97,-1,0.04,90,0.05,0.03,10.9051254089,0.2497356964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,SDSSJ074942.87+312424.6,Dufour 2007,SDSSJ074942.87+312424.6 Dufour 2007,6910,,,He,Gaia DR3 880840789603989504,117.428648856104,31.4068611074717,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,-3.14,-9.86,0.23,0.13,80,,,10.99740156,0.1883005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,SDSSJ0749+3124,Kepler 2021,SDSSJ0749+3124 Kepler 2021,6572,8.084,0.882,He,Gaia DR3 880840789603989504,117.428648856104,31.4068611074717,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,-9.988,,0.012,59,0.043,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,WD 0746+438,Coutu 2019,WD 0746+438 Coutu 2019,9459,8.55,0.93,He,Gaia DR3 925919460672962816,117.492774274663,43.7183496318285,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-5.38,-9.18,-1,0.25,477,0.3,0.18,3.94788788,0.8509857017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,SDSSJ074958.26+434306.0,Dufour 2007,SDSSJ074958.26+434306.0 Dufour 2007,8950,,,He,Gaia DR3 925919460672962816,117.492774274663,43.7183496318285,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,-5,-9.62,-1,0.18,470,,,4.028893226,0.5875172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,SDSS J075112.44+652641.30,Genest-Beaulieu 2019,SDSS J075112.44+652641.30 Genest-Beaulieu 2019,15318,8.85,1.115,He,Gaia DR3 1094778814334602240,117.801833333333,65.4448111111111,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,-4.664,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,SDSS J075128.37+431922.6,Kepler 2015,SDSS J075128.37+431922.6 Kepler 2015,7330,8,,He,Gaia DR3 925720693881853184,117.868234748675,43.3229765478766,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-9.359,,0.053,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,SDSS J075156.89+131018.3,Coutu 2019,SDSS J075156.89+131018.3 Coutu 2019,11886,7.92,0.54,He,Gaia DR3 3152283103641386112,117.987038495403,13.1717527521818,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-6.1,-8.26,-1,0.19,458,0.1,0.06,4.3878894252,0.2060132376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,SDSS J083317.64+051201.4,Koester 2015,SDSS J083317.64+051201.4 Koester 2015,12314,8,,He,Gaia DR3 3152283103641386112,117.987038495403,13.1717527521818,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-9.51,,0.23,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,SDSS J075245.01+284201.8,Kepler 2015,SDSS J075245.01+284201.8 Kepler 2015,5882,8,,He,Gaia DR3 875810077230031360,118.18761560858,28.7005118708554,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-10.5,,0.06,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,SDSS J075306.34+274146.7,Coutu 2019,SDSS J075306.34+274146.7 Coutu 2019,6548,8,,He,,118.27642,27.69633,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.45,-9.41,-1,0.47,369,,,2.5766555012,0.2410012747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,SDSS J075306.34+274146.7,Kepler 2015,SDSS J075306.34+274146.7 Kepler 2015,8236,8,,He,,118.27642,27.69633,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-8.467,,0.315,375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,SDSS J075307.34+661354.0,Coutu 2019,SDSS J075307.34+661354.0 Coutu 2019,7485,8.03,0.59,He,Gaia DR3 1094930963555484544,118.280667919561,66.2317164771571,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-4.12,-9.45,-1,0.17,179,0.15,0.09,5.0377833753,0.4314474427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,SDSS J075333.61+233200.1,Coutu 2019,SDSS J075333.61+233200.1 Coutu 2019,11150,8.5,0.91,He,Gaia DR3 675220948295250560,118.390093372054,23.5333841211546,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-4.85,-9.67,0.79,0.34,914,0.82,0.39,2.9385836027,1.5388057538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,SDSS J075543.97+211219.6,Coutu 2019,SDSS J075543.97+211219.6 Coutu 2019,6843,8.25,0.73,He,Gaia DR3 673563468875449344,118.933214965509,21.2055267684721,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.53,-9.46,-1,0.1,131,0.12,0.08,6.7430883345,0.4956147191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,SDSS J075543.97+211219.6,Kepler 2015,SDSS J075543.97+211219.6 Kepler 2015,9261,8,,He,Gaia DR3 673563468875449344,118.933214965509,21.2055267684721,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-7.805,,0.07,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,SDSS J075647.77+335314.6,Coutu 2019,SDSS J075647.77+335314.6 Coutu 2019,7909,7.82,0.48,He,Gaia DR3 881567910387854592,119.199013063057,33.887391033905,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-4.78,-9.69,-1,0.1,256,0.26,0.15,3.8051750381,0.5458717615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,SDSS J075647.77+335314.6,Kepler 2015,SDSS J075647.77+335314.6 Kepler 2015,12500,8,,He,Gaia DR3 881567910387854592,119.199013063057,33.887391033905,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-6.5,,0.024,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,SDSS J075846.91+322523.4,Coutu 2019,SDSS J075846.91+322523.4 Coutu 2019,10532,8.55,0.94,He,Gaia DR3 881133160914293888,119.695449539182,32.4231692503221,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-5.56,-9.58,-1,0.24,467,0.26,0.16,4.233700254,0.8012125375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
